Cell V_kV Wsyn_MeV Sig0T_deg Sig0L_deg A10 Phi_deg a_cm m B L_cm Z_cm A0 RFdef Oct A1
28 55.2 0.09815946146 374.5758845 24.23874192 0.1083796466 -79.12751678 0.3818791946 1.144966443 3.181208054 1.338314864 26.58926489 1 0 0 0
29 55.2 0.1040346276 373.549038 24.77427954 0.1133775427 -78.72483221 0.3812080537 1.15033557 3.187919463 1.377777655 27.96704254 1 0 0 0
30 55.2 0.1101722768 372.5328739 25.2955863 0.1183679616 -78.32214765 0.3805369128 1.155704698 3.194630872 1.41783016 29.3848727 1 0 0 0
31 55.2 0.1165709437 371.5272506 25.80289215 0.1233455564 -77.91946309 0.3798657718 1.161073826 3.201342282 1.458414533 30.84328724 1 0 0 0
32 55.2 0.1232288361 370.5320295 26.29646967 0.128305753 -77.51677852 0.3791946309 1.166442953 3.208053691 1.499476589 32.34276383 1 0 0 0
33 55.2 0.1301438793 369.5470743 26.7766239 0.1332446789 -77.11409396 0.3785234899 1.171812081 3.214765101 1.540965764 33.88372959 1 0 0 0
34 55.2 0.1373137552 368.5722511 27.24368336 0.13815909 -76.7114094 0.377852349 1.177181208 3.22147651 1.582835017 35.46656461 1 0 0 0
35 55.2 0.144735938 367.6074288 27.69799234 0.1430462987 -76.30872483 0.3771812081 1.182550336 3.228187919 1.625040695 37.0916053 1 0 0 0
36 55.2 0.1524077258 366.6524785 28.13990431 0.1479041053 -75.90604027 0.3765100671 1.187919463 3.234899329 1.667542379 38.75914768 1 0 0 0
37 55.2 0.1603262679 365.7072736 28.56977654 0.1527307346 -75.5033557 0.3758389262 1.193288591 3.241610738 1.710302702 40.46945038 1 0 0 0
38 55.2 0.1684885893 364.77169 28.9879657 0.1575247775 -75.10067114 0.3751677852 1.198657718 3.248322148 1.753287168 42.22273755 1 0 0 0
39 55.2 0.1768916108 363.8456056 29.39482434 0.1622851385 -74.69798658 0.3744966443 1.204026846 3.255033557 1.79646396 44.01920151 1 0 0 0
40 55.2 0.1855321678 362.9289008 29.79069822 0.1670109896 -74.29530201 0.3738255034 1.209395973 3.261744966 1.839803757 45.85900527 1 0 0 0
41 55.2 0.1944070248 362.0214578 30.17592423 0.1717017285 -73.89261745 0.3731543624 1.214765101 3.268456376 1.883279541 47.74228481 1 0 0 0
42 55.2 0.2035128888 361.1231612 30.55082888 0.1763569438 -73.48993289 0.3724832215 1.220134228 3.275167785 1.926866432 49.66915124 1 0 0 0
43 55.2 0.2128464203 360.2338975 30.91572729 0.1809763827 -73.08724832 0.3718120805 1.225503356 3.281879195 1.970541507 51.63969275 1 0 0 0
44 55.2 0.2224042422 359.3535553 31.27092248 0.1855599253 -72.68456376 0.3711409396 1.230872483 3.288590604 2.014283654 53.6539764 1 0 0 0
45 55.2 0.2321829482 358.4820251 31.61670501 0.1901075609 -72.28187919 0.3704697987 1.236241611 3.295302013 2.058073411 55.71204981 1 0 0 0
46 55.2 0.2421791085 357.6191993 31.95335285 0.194619369 -71.87919463 0.3697986577 1.241610738 3.302013423 2.101892837 57.81394265 1 0 0 0
47 55.2 0.2523892761 356.7649723 32.28113139 0.1990955022 -71.47651007 0.3691275168 1.246979866 3.308724832 2.145725378 59.95966803 1 0 0 0
48 55.2 0.2628099905 355.9192403 32.60029366 0.2035361723 -71.0738255 0.3684563758 1.252348993 3.315436242 2.18955575 62.14922378 1 0 0 0
49 55.2 0.273437782 355.0819013 32.9110806 0.2079416386 -70.67114094 0.3677852349 1.257718121 3.322147651 2.233369832 64.38259361 1 0 0 0
50 55.2 0.2842691743 354.2528549 33.21372142 0.2123121977 -70.26845638 0.367114094 1.263087248 3.32885906 2.277154562 66.65974817 1 0 0 0
51 55.2 0.2953006872 353.4320028 33.50843403 0.2166481754 -69.86577181 0.366442953 1.268456376 3.33557047 2.320897848 68.98064602 1 0 0 0
52 55.2 0.3065288387 352.6192481 33.79542549 0.2209499193 -69.46308725 0.3657718121 1.273825503 3.342281879 2.364588487 71.34523451 1 0 0 0
53 55.2 0.3179501465 351.8144957 34.07489248 0.2252177937 -69.06040268 0.3651006711 1.279194631 3.348993289 2.408216081 73.75345059 1 0 0 0
54 55.2 0.3295611295 351.017652 34.34702178 0.2294521742 -68.65771812 0.3644295302 1.284563758 3.355704698 2.451770976 76.20522156 1 0 0 0
55 55.2 0.3413583086 350.2286251 34.61199076 0.2336534442 -68.25503356 0.3637583893 1.289932886 3.362416107 2.495244193 78.70046575 1 0 0 0
56 55.2 0.3533382076 349.4473247 34.86996787 0.2378219913 -67.85234899 0.3630872483 1.295302013 3.369127517 2.538627372 81.23909313 1 0 0 0
57 55.2 0.3654973542 348.6736619 35.1211131 0.2419582049 -67.44966443 0.3624161074 1.300671141 3.375838926 2.58191272 83.82100585 1 0 0 0
58 55.2 0.37783228 347.9075493 35.36557839 0.246062474 -67.04697987 0.3617449664 1.306040268 3.382550336 2.625092963 86.44609881 1 0 0 0
59 55.2 0.3903395214 347.1489011 35.60350815 0.2501351856 -66.6442953 0.3610738255 1.311409396 3.389261745 2.668161302 89.11426011 1 0 0 0
60 55.2 0.4030156193 346.3976328 35.83503959 0.254176723 -66.24161074 0.3604026846 1.316778523 3.395973154 2.711111375 91.82537149 1 0 0 0
61 55.2 0.4158571199 345.6536614 36.0603032 0.2581874652 -65.83892617 0.3597315436 1.322147651 3.402684564 2.753937217 94.5793087 1 0 0 0
62 55.2 0.4288605746 344.9169053 36.27942305 0.2621677856 -65.43624161 0.3590604027 1.327516779 3.409395973 2.796633234 97.37594194 1 0 0 0
